citizen_id,scheme_id,gold_label,bge_score
CP-040,IW600-TN-TN-034,0,0.5816165208816528
CP-097,IW600-JS-CEN-003,0,0.6048948764801025
CP-023,IW600-TN-TN-057,0,0.5219439268112183
CP-061,IW600-MS-BR-018,0,0.6340187191963196
CP-026,IW600-UK-GBR-001,0,0.5279030799865723
CP-033,IW600-UK-GBR-001,0,0.5465431213378906
CP-001,IW600-UK-GBR-005,0,0.5619294047355652
CP-008,IW600-UK-GBR-020,0,0.558985710144043
CP-079,IW600-US-USA-049,1,0.5966994166374207
CP-038,IW600-UK-GBR-043,0,0.5715653896331787
CP-044,IW600-UK-GBR-043,0,0.5758165121078491
CP-001,IW600-US-USA-004,0,0.5701212882995605
CP-038,IW600-US-USA-004,0,0.5215120315551758
CP-101,IW600-TN-TN-022,1,0.6585023403167725
CP-101,IW600-TN-TN-017,1,0.6888291239738464
CP-102,IW600-MS-GA-003,1,0.5748635530471802
CP-103,IW600-US-USA-021,1,0.6027106046676636
CP-103,IW600-US-USA-024,1,0.6021857261657715
CP-104,IW600-MS-KL-008,1,0.6564512252807617
CP-102,IW600-MS-GA-020,1,0.6318292617797852
CP-105,IW600-US-USA-001,1,0.5990760922431946
CP-105,IW600-UK-GBR-043,0,0.5940572619438171
CP-106,IW600-JS-CEN-014,1,0.4806952476501465
CP-107,IW600-JS-CEN-014,1,0.5054912567138672
CP-108,IW600-JS-CEN-014,1,0.5109609365463257
CP-109,IW600-UK-GBR-001,1,0.5956754684448242
CP-110,IW600-UK-GBR-005,1,0.6742321848869324
CP-109,IW600-UK-GBR-020,1,0.6419875621795654
CP-110,IW600-UK-GBR-043,1,0.6803760528564453
