citizen_id,scheme_id,gold_label,tfidf_score
CP-001,IW600-UK-GBR-005,0,0.010759619598334028
CP-008,IW600-UK-GBR-020,0,0.017329712450938003
CP-079,IW600-US-USA-049,1,0.014989249311490656
CP-038,IW600-UK-GBR-043,0,0.009264191345639201
CP-044,IW600-UK-GBR-043,0,0.008764278980203105
CP-001,IW600-US-USA-004,0,0.013494113149359051
CP-038,IW600-US-USA-004,0,0.010564634393881847
CP-101,IW600-TN-TN-022,1,0.15227218027056325
CP-101,IW600-TN-TN-017,1,0.14045829933646314
CP-102,IW600-MS-GA-003,1,0.030810573542642147
CP-103,IW600-US-USA-021,1,0.04250299517691044
CP-103,IW600-US-USA-024,1,0.03956742524268872
CP-104,IW600-MS-KL-008,1,0.1256136333949941
CP-102,IW600-MS-GA-020,1,0.16871424350291508
CP-105,IW600-US-USA-001,1,0.0780414116854971
CP-105,IW600-UK-GBR-043,0,0.008772960344819603
CP-106,IW600-JS-CEN-014,1,0.0026448846363917667
CP-107,IW600-JS-CEN-014,1,0.0025981100420339365
CP-108,IW600-JS-CEN-014,1,0.0025666785551095254
CP-109,IW600-UK-GBR-001,1,0.0453206325735444
CP-110,IW600-UK-GBR-005,1,0.010756158272390768
CP-109,IW600-UK-GBR-020,1,0.12068966975846059
CP-110,IW600-UK-GBR-043,1,0.04896428858664581
